"CASE NUMBER: CL-2019-2911 -Â JOHN C. DEPP, II V. AMBER LAURA HEARD",,
Date,Documents,PDF
06/12/2020,"Defendant's Friday Motions Day Praecipe","<a href=""/circuit/sites/circuit/files/Assets/Documents/PDF/High-Profile/Depp%20v%20Heard/CL-2019-2911-motions-day-praecipe-6-12-2020.pdf"" target=""_blank"">View</a>"
06/12/2020,"Defendant's Memorandum in Support of Motion to Compel","<a href=""/circuit/sites/circuit/files/Assets/Documents/PDF/High-Profile/Depp%20v%20Heard/CL-2019-2911-defendant-memo-supp-of-mot-to-compel-prod-docs-6-12-2020.pdf"" target=""_blank"">View</a>"
06/12/2020,"Defendant's Motion to Compel","<a href=""/circuit/sites/circuit/files/Assets/Documents/PDF/High-Profile/Depp%20v%20Heard/CL-2019-2911-defendant-mot-to-compel-prod-docs-6-12-2020.pdf"" target=""_blank"">View</a>"
06/10/2020,"Affidavit of Service for Children's Hospital of Los Angeles","<a href=""/circuit/sites/circuit/files/Assets/Documents/PDF/High-Profile/Depp%20v%20Heard/CL-2019-2911-affidavit-of-svc-Children's-Hospital-Los-Angeles-6-10-2020.pdf"" target=""_blank"">View</a>"
06/01/2020,"Foreign Subpoena for Children's Hospital of Los Angeles","<a href=""/circuit/sites/circuit/files/Assets/Documents/PDF/High-Profile/Depp%20v%20Heard/CL-2019-2911-foreign-subp-prep-Children's-Hospital-Los-Angeles-6-1-2020.pdf"" target=""_blank"">View</a>"
05/18/2020,"Order Dated May 18, 2020","<a href=""/circuit/sites/circuit/files/Assets/Documents/PDF/High-Profile/Depp%20v%20Heard/CL-2019-2911-calendar-control-order-5-18-2020.pdf"" target=""_blank"">View</a>"
05/11/2020,"Order Dated May 11, 2020","<a href=""/circuit/sites/circuit/files/Assets/Documents/PDF/High-Profile/Depp%20v%20Heard/CL-2019-2911-order-withdraw-Weingarten-5-11-2020.pdf"" target=""_blank"">View</a>"
05/05/2020,"Motion to Withdraw Elliot Weingarten as Counsel","<a href=""/circuit/sites/circuit/files/Assets/Documents/PDF/High-Profile/Depp%20v%20Heard/CL-2019-2911-motion-withdraw-Elliot-Weingarten-5-5-2020.pdf"" target=""_blank"">View</a>"
04/02/2020,"Foreign Subpoena for Laura Divenere","<a href=""/circuit/sites/circuit/files/Assets/Documents/PDF/High-Profile/Depp%20v%20Heard/CL-2019-2911-foreign-subp-prep-Laura-Divenere-4-2-2020.pdf"" target=""_blank"">View</a>"
04/01/2020,"Order Dated April 1, 2020","<a href=""/circuit/sites/circuit/files/Assets/Documents/PDF/High-Profile/Depp%20v%20Heard/CL-2019-2911-order-4-1-2020.pdf"" target=""_blank"">View</a>"
03/27/2020,"Opinion Letter","<a href=""/circuit/sites/circuit/files/Assets/Documents/PDF/Opinions/cl-2019-2911-depp-II-v-heard-3-27-2020.pdf"" target=""_blank"">View</a>"
03/24/2020,"Defendant's Notice of Supplemental Authority","<a href=""/circuit/sites/circuit/files/Assets/Documents/PDF/High-Profile/Depp%20v%20Heard/CL-2019-2911-def-notice-of-supp-auth-3-24-2020.pdf"" target=""_blank"">View</a>"
03/11/2020,"Foreign Subpoena for Kate James","<a href=""/circuit/sites/circuit/files/Assets/Documents/PDF/High-Profile/Depp%20v%20Heard/CL-2019-2911-foreign-subp-prep-Kate-James-3-11-2020.pdf"" target=""_blank"">View</a>"
03/10/2020,"Affidavit of Service for Kate James","<a href=""/circuit/sites/circuit/files/Assets/Documents/PDF/High-Profile/Depp%20v%20Heard/CL-2019-2911-affidavit-of-svc-Kate-James-3-10-2020.pdf"" target=""_blank"">View</a>"
02/27/2020,"Foreign Subpoena for Kate James","<a href=""/circuit/sites/circuit/files/Assets/Documents/PDF/High-Profile/Depp%20v%20Heard/CL-2019-2911-foreign-subp-prep-Kate-James-2-27-2020.pdf"" target=""_blank"">View</a>"
02/13/2020,"Plaintiff's Response to Defendant's Notice of Supplemental Authority","<a href=""/circuit/sites/circuit/files/Assets/Documents/PDF/High-Profile/Depp%20v%20Heard/CL-2019-2911-plaintiff-resp-to-notice-of-supp-auth-2-13-2020.pdf"" target=""_blank"">View</a>"
02/13/2020,"Defendant's Notice of Supplemental Authority","<a href=""/circuit/sites/circuit/files/Assets/Documents/PDF/High-Profile/Depp%20v%20Heard/CL-2019-2911-def-notice-of-supp-auth-2-13-2020.pdf"" target=""_blank"">View</a>"
02/11/2020,"Foreign Subpoena for Stratton Films, Inc.","<a href=""/circuit/sites/circuit/files/Assets/Documents/PDF/High-Profile/Depp%20v%20Heard/CL-2019-2911-foreign-subp-prep-Stratton-Films-Inc-2-11-2020.pdf"" target=""_blank"">View</a>"
02/11/2020,"Foreign Subpoena for Elisa's Attic, LLC","<a href=""/circuit/sites/circuit/files/Assets/Documents/PDF/High-Profile/Depp%20v%20Heard/CL-2019-2911-foreign-subp-prep-Elisas-Attic-LLC-2-11-2020.pdf"" target=""_blank"">View</a>"
02/11/2020,"Foreign Subpoena for Christi Dembrowski","<a href=""/circuit/sites/circuit/files/Assets/Documents/PDF/High-Profile/Depp%20v%20Heard/CL-2019-2911-foreign-subp-prep-Christi-Dembrowski-2-11-2020.pdf"" target=""_blank"">View</a>"
02/05/2020,"Foreign Subpoena for Walt Disney Motion Pictures Group Inc.","<a href=""/circuit/sites/circuit/files/Assets/Documents/PDF/High-Profile/Depp%20v%20Heard/CL-2019-2911-foreign-subp-prep-Walt-Disney-Motion-Pictures-Group-Inc-2-5-2020.pdf"" target=""_blank"">View</a>"
02/05/2020,"Foreign Subpoena for Stephen Deuters","<a href=""/circuit/sites/circuit/files/Assets/Documents/PDF/High-Profile/Depp%20v%20Heard/CL-2019-2911-foreign-subp-prep-Stephen-Deuters-2-5-2020.pdf"" target=""_blank"">View</a>"
02/05/2020,"Foreign Subpoena for Edward White &amp; Co. LLP","<a href=""/circuit/sites/circuit/files/Assets/Documents/PDF/High-Profile/Depp%20v%20Heard/CL-2019-2911-foreign-subp-Edward-White-and-Co-LLP-2-5-2020.pdf"" target=""_blank"">View</a>"
02/05/2020,"Foreign Subpoena for Sean Bett","<a href=""/circuit/sites/circuit/files/Assets/Documents/PDF/High-Profile/Depp%20v%20Heard/CL-2019-2911-foreign-subp-prep-Sean-Bett-2-5-2020.pdf"" target=""_blank"">View</a>"
02/05/2020,"Foreign Subpoena for Edward White","<a href=""/circuit/sites/circuit/files/Assets/Documents/PDF/High-Profile/Depp%20v%20Heard/CL-2019-2911-foreign-subp-prep-Edward-White-2-5-2020.pdf"" target=""_blank"">View</a>"
02/05/2020,"Foreign Subpoena for Robin Baum","<a href=""/circuit/sites/circuit/files/Assets/Documents/PDF/High-Profile/Depp%20v%20Heard/CL-2019-2911-foreign-subp-prep-Robin-Baum-2-5-2020.pdf"" target=""_blank"">View</a>"
02/05/2020,"Foreign Subpoena for Jack Whigham","<a href=""/circuit/sites/circuit/files/Assets/Documents/PDF/High-Profile/Depp%20v%20Heard/CL-2019-2911-foreign-subp-prep-Jack-Whigham-2-5-2020.pdf"" target=""_blank"">View</a>"
02/05/2020,"Foreign Subpoena for Tracey Jacobs","<a href=""/circuit/sites/circuit/files/Assets/Documents/PDF/High-Profile/Depp%20v%20Heard/CL-2019-2911-foreign-subp-prep-Tracey-Jacobs-2-5-2020.pdf"" target=""_blank"">View</a>"
02/05/2020,"Foreign Subpoena for Christian Carino","<a href=""/circuit/sites/circuit/files/Assets/Documents/PDF/High-Profile/Depp%20v%20Heard/CL-2019-2911-foreign-subp-prep-Christan-Carino-2-5-2020.pdf"" target=""_blank"">View</a>"
01/22/2020,"Foreign Subpoena for Lauren Shapiro","<a href=""/circuit/sites/circuit/files/Assets/Documents/PDF/High-Profile/Depp%20v%20Heard/CL-2019-2911-foreign-subp-prep-Lauren-Shapiro-1-22-2020.pdf"" target=""_blank"">View</a>"
01/21/2020,"Foreign Subpoena for Brandon McCulloch","<a href=""/circuit/sites/circuit/files/Assets/Documents/PDF/High-Profile/Depp%20v%20Heard/CL-2019-2911-foreign-subp-prep-Brandon-McCulloch-1-21-2020.pdf"" target=""_blank"">View</a>"
01/21/2020,"Plaintiff's Response to Defendant's Notice of Supplemental Authority","<a href=""/circuit/sites/circuit/files/Assets/Documents/PDF/High-Profile/Depp%20v%20Heard/CL-2019-2911-plaintiff-resp-to-notice-of-supp-auth-1-21-2020.pdf"" target=""_blank"">View</a>"
01/16/2020,"Order Dated January 16, 2020","<a href=""/circuit/sites/circuit/files/Assets/Documents/PDF/High-Profile/Depp%20v%20Heard/CL-2019-2911-order-mot-withdraw-1-16-2020.pdf"" target=""_blank"">View</a>"
01/15/2020,"Foreign Subpoena for Kelly Milano","<a href=""/circuit/sites/circuit/files/Assets/Documents/PDF/High-Profile/Depp%20v%20Heard/CL-2019-2911-foreign-subp-prep-Kelly-Milano-1-15-2020.pdf"" target=""_blank"">View</a>"
01/15/2020,"Defendant's Notice of Supplemental Authority","<a href=""/circuit/sites/circuit/files/Assets/Documents/PDF/High-Profile/Depp%20v%20Heard/CL-2019-2911-def-notice-of-supp-auth-1-15-2020.pdf"" target=""_blank"">View</a>"
01/06/2020,"Co-Counsel's Consent Motion to Withdraw","<a href=""/circuit/sites/circuit/files/Assets/Documents/PDF/High-Profile/Depp%20v%20Heard/CL-2019-2911-mot-to-withdraw-1-6-2020.pdf"" target=""_blank"">View</a>"
01/03/2020,"Foreign Subpoena for Stephen Deuters","<a href=""/circuit/sites/circuit/files/Assets/Documents/PDF/High-Profile/Depp%20v%20Heard/CL-2019-2911-foreign-subp-prep-Stephen-Deuters-depo-12-30-2019.pdf"" target=""_blank"">View</a>"
01/03/2020,"Foreign Subpoena for Stephen Deuters","<a href=""/circuit/sites/circuit/files/Assets/Documents/PDF/High-Profile/Depp%20v%20Heard/CL-2019-2911-foreign-subp-prep-Stephen-Deuters-prod2-12-30-2019.pdf"" target=""_blank"">View</a>"
01/03/2020,"Foreign Subpoena for Stephen Deuters","<a href=""/circuit/sites/circuit/files/Assets/Documents/PDF/High-Profile/Depp%20v%20Heard/CL-2019-2911-foreign-subp-prep-Stephen-Deuters-prod-12-30-2019.pdf"" target=""_blank"">View</a>"
01/03/2020,"Foreign Subpoena for Sean Bett","<a href=""/circuit/sites/circuit/files/Assets/Documents/PDF/High-Profile/Depp%20v%20Heard/CL-2019-2911-foreign-subp-prep-Sean-Bett-prod-12-30-2019.pdf"" target=""_blank"">View</a>"
01/03/2020,"Foreign Subpoena for Sean Bett","<a href=""/circuit/sites/circuit/files/Assets/Documents/PDF/High-Profile/Depp%20v%20Heard/CL-2019-2911-foreign-subp-prep-Sean-Bett-depo-12-30-2019.pdf"" target=""_blank"">View</a>"
12/30/2019,"Foreign Subpoena for Melissa Saenz","<a href=""/circuit/sites/circuit/files/Assets/Documents/PDF/High-Profile/Depp%20v%20Heard/CL-2019-2911-foreign-subpoena-Melissa-Saenz-12-30-2019.pdf"" target=""_blank"">View</a>"
12/30/2019,"Foreign Subpoena for Tyler Hadden","<a href=""/circuit/sites/circuit/files/Assets/Documents/PDF/High-Profile/Depp%20v%20Heard/CL-2019-2911-foreign-subp-prep-Tyler-Hadden-12-30-2019.pdf"" target=""_blank"">View</a>"
12/13/2019,"Foreign Subpoena for Megan Silverman","<a href=""/circuit/sites/circuit/files/Assets/Documents/PDF/High-Profile/Depp%20v%20Heard/CL-2019-2911-foreign-subp-prep-Megan-Silverman-12-13-2019.pdf"" target=""_blank"">View</a>"
12/13/2019,"Foreign Subpoena for ZZIDIDLE, Inc. d/b/a Tourjet","<a href=""/circuit/sites/circuit/files/Assets/Documents/PDF/High-Profile/Depp%20v%20Heard/CL-2019-2911-foreign-subp-prep-ZZIDIDLE-Inc-12-13-2019.pdf"" target=""_blank"">View</a>"
12/13/2019,"Foreign Subpoena for Sean Bett","<a href=""/circuit/sites/circuit/files/Assets/Documents/PDF/High-Profile/Depp%20v%20Heard/CL-2019-2911-foreign-subp-prep-Sean-Bett-12-13-2019.pdf"" target=""_blank"">View</a>"
12/13/2019,"Foreign Subpoena for Stephen Rodrick","<a href=""/circuit/sites/circuit/files/Assets/Documents/PDF/High-Profile/Depp%20v%20Heard/CL-2019-2911-foreign-subp-prep-Stephen-Rodrick-12-13-2019.pdf"" target=""_blank"">View</a>"
12/13/2019,"Foreign Subpoena for Stephen Deuters","<a href=""/circuit/sites/circuit/files/Assets/Documents/PDF/High-Profile/Depp%20v%20Heard/CL-2019-2911-foreign-subp-prep-Stephen-Deuters-12-13-2019.pdf"" target=""_blank"">View</a>"
12/13/2019,"Reply Memorandum of Law in Support of Defendant's Demurrer and Plea In Bar","<a href=""/circuit/sites/circuit/files/Assets/Documents/PDF/High-Profile/Depp%20v%20Heard/CL-2019-2911-reply-memo-supp-def-demurrer-and-plea-in-bar-12-13-2019.pdf"" target=""_blank"">View</a>"
12/13/2019,"Order Dated December 13, 2019","<a href=""/circuit/sites/circuit/files/Assets/Documents/PDF/High-Profile/Depp%20v%20Heard/CL-2019-2911-order-plaintiff-mot-use-depos-Saenz-and-Hadden-12-13-2019.pdf"" target=""_blank"">View</a>"
12/12/2019,"Order Dated December 12, 2019","<a href=""/circuit/sites/circuit/files/Assets/Documents/PDF/High-Profile/Depp%20v%20Heard/CL-2019-2911-agreed-order-12-12-2019.pdf"" target=""_blank"">View</a>"
12/12/2019,"Affidavit of Service for Officer Saenz","<a href=""/circuit/sites/circuit/files/Assets/Documents/PDF/High-Profile/Depp%20v%20Heard/CL-2019-2911-affidavit-of-service-Saenz-12-12-2019.pdf"" target=""_blank"">View</a>"
12/12/2019,"Affidavit of Service for Officer Hadden","<a href=""/circuit/sites/circuit/files/Assets/Documents/PDF/High-Profile/Depp%20v%20Heard/CL-2019-2911-affidavit-of-service-Hadden-12-12-2019.pdf"" target=""_blank"">View</a>"
12/09/2019,"Foreign Subpoena for Amanda de Cadenet","<a href=""/circuit/sites/circuit/files/Assets/Documents/PDF/High-Profile/Depp%20v%20Heard/CL-2019-2911-foreign-subp-prep-Amanda-de-Cadenet-12-9-2019.pdf"" target=""_blank"">View</a>"
12/09/2019,"Foreign Subpoena for Tyler Hadden","<a href=""/circuit/sites/circuit/files/Assets/Documents/PDF/High-Profile/Depp%20v%20Heard/CL-2019-2911-foreign-subp-prep-Tyler-Hadden-12-9-2019.pdf"" target=""_blank"">View</a>"
12/09/2019,"Foreign Subpoena for LAPD Discovery Section","<a href=""/circuit/sites/circuit/files/Assets/Documents/PDF/High-Profile/Depp%20v%20Heard/CL-2019-2911-foreign-subp-prep-LAPD-Discovery-Section-12-9-2019.pdf"" target=""_blank"">View</a>"
12/09/2019,"Foreign Subpoena for Melissa Saenz","<a href=""/circuit/sites/circuit/files/Assets/Documents/PDF/High-Profile/Depp%20v%20Heard/CL-2019-2911-foreign-subp-prep-Melissa-Saenz-12-9-2019.pdf"" target=""_blank"">View</a>"
12/06/2019,"Defendant's Memorandum in Opposition to Plaintiff's Motion to Use Prior Depositions","<a href=""/circuit/sites/circuit/files/Assets/Documents/PDF/High-Profile/Depp%20v%20Heard/CL-2019-2911-def-memo-in-opp-to-plaintiffs-mot-to-use-prior-depositions-12-6-2019.pdf"" target=""_blank"">View</a>"
12/06/2019,"Defendant's Opposition to Plaintiff's Motion to Use Prior Depositions Praecipe","<a href=""/circuit/sites/circuit/files/Assets/Documents/PDF/High-Profile/Depp%20v%20Heard/CL-2019-2911-def-resp-to-use-prior-depositions-praecipe-12-6-2019.pdf"" target=""_blank"">View</a>"
12/06/2019,"Plaintiff's Opposition to Defendant's Amended Demurrer and Plea in Bar","<a href=""/circuit/sites/circuit/files/Assets/Documents/PDF/High-Profile/Depp%20v%20Heard/CL-2019-2911-plaintiffs-opp-to-defs-amended-demurrer-plea-in-bar-12-6-2019.pdf"" target=""_blank"">View</a>"
12/06/2019,"Plaintiff's Opposition to Defendant's Amended Demurrer and Plea in Bar Praecipe","<a href=""/circuit/sites/circuit/files/Assets/Documents/PDF/High-Profile/Depp%20v%20Heard/CL-2019-2911-plaintiff-resp-to-amend-demurrer-plea-in-bar-praecipe-12-6-2019.pdf"" target=""_blank"">View</a>"
12/05/2019,"Foreign Subpoena for Dr. Connell Cowan","<a href=""/circuit/sites/circuit/files/Assets/Documents/PDF/High-Profile/Depp%20v%20Heard/CL-2019-2911-foreign-subp-prep-Dr-Connell-Cowan-12-6-2019.pdf"" target=""_blank"">View</a>"
12/05/2019,"Foreign Subpoena for Debbie Lloyd","<a href=""/circuit/sites/circuit/files/Assets/Documents/PDF/High-Profile/Depp%20v%20Heard/CL-2019-2911-foreign-subp-prep-Debbie-Lloyd-12-6-2019.pdf"" target=""_blank"">View</a>"
12/06/2019,"Foreign Subpoena for Monroe Tinker","<a href=""/circuit/sites/circuit/files/Assets/Documents/PDF/High-Profile/Depp%20v%20Heard/CL-2019-2911-foreign-subp-prep-Monroe-Tinker-12-6-2019.pdf"" target=""_blank"">View</a>"
12/05/2019,"Order Dated December 5, 2019","<a href=""/circuit/sites/circuit/files/Assets/Documents/PDF/High-Profile/Depp%20v%20Heard/CL-2019-2911-order-pro-hac-vice-Davida-Brook-12-5-2019.pdf"" target=""_blank"">View</a>"
12/05/2019,"Letter to Judge White Dated December 5, 2019","<a href=""/circuit/sites/circuit/files/Assets/Documents/PDF/High-Profile/Depp%20v%20Heard/CL-2019-2911-letter-to-Judge-White-12-5-2019.pdf"" target=""_blank"">View</a>"
12/05/2019,"Foreign Subpoena for Officer Melissa Saenz","<a href=""/circuit/sites/circuit/files/Assets/Documents/PDF/High-Profile/Depp%20v%20Heard/CL-2019-2911-foreign-subp-prep-Officer-Melissa-Saenz-12-5-2019.pdf"" target=""_blank"">View</a>"
12/05/2019,"Foreign Subpoena for Officer Tyler Hadden","<a href=""/circuit/sites/circuit/files/Assets/Documents/PDF/High-Profile/Depp%20v%20Heard/CL-2019-2911-foreign-subp-prep-Officer-Tyler-Hadden-12-5-2019.pdf"" target=""_blank"">View</a>"
12/02/2019,"Letter to Judge White Dated December 2, 2019","<a href=""/circuit/sites/circuit/files/Assets/Documents/PDF/High-Profile/Depp%20v%20Heard/CL-2019-2911-letter-12-2-2019.pdf"" target=""_blank"">View</a>"
11/27/2019,"Calendar Control Order Dated November 27, 2019","<a href=""/circuit/sites/circuit/files/Assets/Documents/PDF/High-Profile/Depp%20v%20Heard/CL-2019-2911-calendar-control-order-11-27-2019.pdf"" target=""_blank"">View</a>"
11/26/2019,"Plaintiff's Response to Defendant's Motion for Continuance","<a href=""/circuit/sites/circuit/files/Assets/Documents/PDF/High-Profile/Depp%20v%20Heard/CL-2019-2911-plaintiffs-resp-def-mot-for-continuance-11-26-2019.pdf"" target=""_blank"">View</a>"
11/25/2019,"Defendant's Motion for Continuance Based on Plaintiff's Discovery Abuses","<a href=""/circuit/sites/circuit/files/Assets/Documents/PDF/High-Profile/Depp%20v%20Heard/CL-2019-2911-def-mot-continuance-based-plaintiffs-disc-abuses-11-25-2019.pdf"" target=""_blank"">View</a>"
11/22/2019,"Plaintiff's Memorandum in Support of Motion to Use Prior Depositions","<a href=""/circuit/sites/circuit/files/Assets/Documents/PDF/High-Profile/Depp%20v%20Heard/CL-2019-2911-plaintiffs-memo-supp-mot-use-prior-depositions-11-22-2019.pdf"" target=""_blank"">View</a>"
11/22/2019,"Plaintiff's Motion to Use Prior Depositions","<a href=""/circuit/sites/circuit/files/Assets/Documents/PDF/High-Profile/Depp%20v%20Heard/CL-2019-2911-plaintiffs-motion-use-prior-depositions-11-22-2019.pdf"" target=""_blank"">View</a>"
11/22/2019,"Plaintiff's Motion to Use Prior Depositions Praecipe","<a href=""/circuit/sites/circuit/files/Assets/Documents/PDF/High-Profile/Depp%20v%20Heard/CL-2019-2911-motions-day-praecipe-11-22-2019.pdf"" target=""_blank"">View</a>"
11/21/2019,"Motion to Admit Pro Hac Vice Davida Brook as Co-Counsel for Defendant","<a href=""/circuit/sites/circuit/files/Assets/Documents/PDF/High-Profile/Depp%20v%20Heard/CL-2019-2911-pro-hac-vice-mot-Davida-Brook-11-21-2019.pdf"" target=""_blank"">View</a>"
11/21/2019,"Application to Appear Pro Hac Vice for Davida Brook","<a href=""/circuit/sites/circuit/files/Assets/Documents/PDF/High-Profile/Depp%20v%20Heard/CL-2019-2911-pro-hac-vice-app-Davida-Brook-11-21-2019.pdf"" target=""_blank"">View</a>"
11/21/2019,"Letter Dated November 20, 2019","<a href=""/circuit/sites/circuit/files/Assets/Documents/PDF/High-Profile/Depp%20v%20Heard/CL-2019-2911-ltr-def-request-admit-pro-hac-vice-Davida-Brook-11-21-2019.pdf"" target=""_blank"">View</a>"
11/15/2019,"Order Dated November 15, 2019","<a href=""/circuit/sites/circuit/files/Assets/Documents/PDF/High-Profile/Depp%20v%20Heard/CL-2019-2911-order-motion-for-IME-denied-11-15-2019.pdf"" target=""_blank"">View</a>"
11/14/2019,"Foreign Subpoena for Jerry Bruckheimer","<a href=""/circuit/sites/circuit/files/Assets/Documents/PDF/High-Profile/Depp%20v%20Heard/CL-2019-2911-foreign-subp-prep-Jerry-Bruckheimer-11-14-2019.pdf"" target=""_blank"">View</a>"
11/13/2019,"Calendar Control Order Dated November 13, 2019","<a href=""/circuit/sites/circuit/files/Assets/Documents/PDF/High-Profile/Depp%20v%20Heard/CL-2019-2911-calendar-control-order-11-13-2019.pdf"" target=""_blank"">View</a>"
11/12/2019,"Order Dated November 12, 2019","<a href=""/circuit/sites/circuit/files/Assets/Documents/PDF/High-Profile/Depp%20v%20Heard/CL-2019-2911-order-withdrawal-george-%26-schwartz-11-12-2019.pdf"" target=""_blank"">View</a>"
11/08/2019,"Defendant's Memorandum in Support of Her Motion to Strike Plaintiff's Expert Disclosures and for Bifurcation","<a href=""/circuit/sites/circuit/files/Assets/Documents/PDF/High-Profile/Depp%20v%20Heard/CL-2019-2911-def-memo-supp-mot-to-strike-plaintiffs-exp-disclosures-bifurcation-11-8-2019.pdf"" target=""_blank"">View</a>"
11/08/2019,"Defendant's Motion to Strike Plaintiff's Expert Disclosures and for Bifurcation","<a href=""/circuit/sites/circuit/files/Assets/Documents/PDF/High-Profile/Depp%20v%20Heard/CL-2019-2911-def-mot-to-strike-plaintiffs-exp-disclosures-bifurcation-11-8-2019.pdf"" target=""_blank"">View</a>"
11/08/2019,"Defendant's Motion to Strike Plaintiff's Expert Disclosures and for Bifurcation Praecipe","<a href=""/circuit/sites/circuit/files/Assets/Documents/PDF/High-Profile/Depp%20v%20Heard/CL-2019-2911-motions-day-praecipe-11-8-2019-for-11-22-2019.pdf"" target=""_blank"">View</a>"
11/08/2019,"Order Dated November 8, 2019","<a href=""/circuit/sites/circuit/files/Assets/Documents/PDF/High-Profile/Depp%20v%20Heard/CL-2019-2911-order-mot-def-file-amended-responsive-pleadings-11-8-2019.pdf"" target=""_blank"">View</a>"
11/08/2019,"Order Dated November 8, 2019","<a href=""/circuit/sites/circuit/files/Assets/Documents/PDF/High-Profile/Depp%20v%20Heard/CL-2019-2911-order-mot-for-leave-amicus-brief-denied-11-8-2019.pdf"" target=""_blank"">View</a>"
11/08/2019,"Plaintiff's Opposition to Defendant's Rule 4:10 Motion for an IME","<a href=""/circuit/sites/circuit/files/Assets/Documents/PDF/High-Profile/Depp%20v%20Heard/CL-2019-2911-plaintiffs-opp-to-def-rule-410-mot-for-IME.pdf"" target=""_blank"">View</a>"
11/08/2019,"Plaintiff's Response to Defendant's Rule 4:10 Motion for an IME Praecipe","<a href=""/circuit/sites/circuit/files/Assets/Documents/PDF/High-Profile/Depp%20v%20Heard/CL-2019-2911-resp-to-mot-def-rule-410-mot-for-IME-praecipe.pdf"" target=""_blank"">View</a>"
11/06/2019,"Foreign Subpoena for Ellen Barkin","<a href=""/circuit/sites/circuit/files/Assets/Documents/PDF/High-Profile/Depp%20v%20Heard/CL-2019-2911-foreign-subp-prep-Ellen-Barkin-11-6-2019.pdf"" target=""_blank"">View</a>"
11/06/2019,"Foreign Subpoena for Paul Bettany","<a href=""/circuit/sites/circuit/files/Assets/Documents/PDF/High-Profile/Depp%20v%20Heard/CL-2019-2911-foreign-subp-prep-Paul-Bettany-11-6-2019.pdf"" target=""_blank"">View</a>"
11/01/2019,"Defendant's Emergency Motion to Compel and to Enforce the Court's October 18 Order and Memorandum in Support","<a href=""/circuit/sites/circuit/files/Assets/Documents/PDF/High-Profile/Depp%20v%20Heard/CL-2019-2911-def-emer-mot-compel-%26-enforce-ct-oct-18-order-%26-memo-in-supp-11-1-2019.pdf"" target=""_blank"">View</a>"
11/01/2019,"Plaintiff's Opposition to Defendant's Motion for Leave to File Amended Responsive Pleading","<a href=""/circuit/sites/circuit/files/Assets/Documents/PDF/High-Profile/Depp%20v%20Heard/CL-2019-2911-plaintiffs-opp-to-def-mot-for-leave-to-file-amended-responsive-pleading-11-1-2019.pdf"" target=""_blank"">View</a>"
11/01/2019,"Plaintiff's Response to Defendant's Motion for Leave to File Amended Responsive Pleading Praecipe","<a href=""/circuit/sites/circuit/files/Assets/Documents/PDF/High-Profile/Depp%20v%20Heard/CL-2019-2911-plaintiffs-resp-mot-leave-to-file-amended-responsive-pleading-praecipe-11-1-2019.pdf"" target=""_blank"">View</a>"
11/01/2019,"Plaintiff's Opposition to the Virginia Press Association's Motion for Leave to File Amicus Curia Brief","<a href=""/circuit/sites/circuit/files/Assets/Documents/PDF/High-Profile/Depp%20v%20Heard/CL-2019-2911-plaintiffs-opp-to-va-press-assoc-mot-leave-to-file-amicus-curia-brief-11-1-2019.pdf"" target=""_blank"">View</a>"
11/01/2019,"Plaintiff's Response to Non-Party VPA's Motion for Leave to File Amicus Curiae Brief Praecipe","<a href=""/circuit/sites/circuit/files/Assets/Documents/PDF/High-Profile/Depp%20v%20Heard/CL-2019-2911-response-mot-for-leave-file-amicus-curiae-brief-praecipe-11-1-2019.pdf"" target=""_blank"">View</a>"
11/01/2019,"Defendant's Memorandum in Support of Her Rule 4:10 Motion for an Independent Mental Examination of Plaintiff","<a href=""/circuit/sites/circuit/files/Assets/Documents/PDF/High-Profile/Depp%20v%20Heard/CL-2019-2911-def-memo-supp-rule-4-10-mot-independent-mental-exam-plaintiff-11-1-2019.pdf"" target=""_blank"">View</a>"
11/01/2019,"Defendant's Rule 4:10 Motion for an Independent Mental Examination of Plaintiff","<a href=""/circuit/sites/circuit/files/Assets/Documents/PDF/High-Profile/Depp%20v%20Heard/CL-2019-2911-def-rule-4-10-mot-independent-mental-exam-plaintiff-11-1-2019.pdf"" target=""_blank"">View</a>"
10/31/2019,"Plaintiff's Motion to Strike Defendant's Praecipe","<a href=""/circuit/sites/circuit/files/Assets/Documents/PDF/High-Profile/Depp%20v%20Heard/CL-2019-2911-motions-day-praecipe-10-31-2019.pdf"" target=""_blank"">View</a>"
10/31/2019,"Memorandum in Support of Plaintiff's Motion to Strike Defendant's Praecipe Notice","<a href=""/circuit/sites/circuit/files/Assets/Documents/PDF/High-Profile/Depp%20v%20Heard/CL-2019-2911-memo-in-supp-plaintiffs-mot-strike-defendants-praecipe-10-31-2019.pdf"" target=""_blank"">View</a>"
10/29/2019,"Foreign Subpoena for iO Tillet Wright","<a href=""/circuit/sites/circuit/files/Assets/Documents/PDF/High-Profile/Depp%20v%20Heard/CL-2019-2911-foreign-subp-prep-iO-Tillet-Wright-10-29-2019.pdf"" target=""_blank"">View</a>"
10/29/2019,"Foreign Subpoena for Joshua Drew","<a href=""/circuit/sites/circuit/files/Assets/Documents/PDF/High-Profile/Depp%20v%20Heard/CL-2019-2911-foreign-subp-prep-Joshua-Drew-10-29-2019.pdf"" target=""_blank"">View</a>"
10/28/2019,"Order Dated October 28, 2019","<a href=""/circuit/sites/circuit/files/Assets/Documents/PDF/High-Profile/Depp%20v%20Heard/CL-2019-2911-order-joshua-matz-withdraw-10-28-2019.pdf"" target=""_blank"">View</a>"
